Eddy got things figured out in no time.  Thanks Eddy!,,,1
Jacob was efficient and knew exactly how to solve the problem,,,1
Super fast :),,,1
Jacob was awesome and super helpful.,,,1
Quick and efficient!,,,1
Thank you sooo much for recovering my deleted event!! There was months of notes in it that I didn't think I would be able to recover. Jacob you made my day(s)!,,,1
Resolved same day,,,1
problems resolved,,,1
Yuri was very helpful in resolving the computer issues. He also provided an update regarding the shipment of a part to fix the monitor issue. Thanks!!,,,1
My experience was great because Jason is great!,,,1
#NAME?,,,1
Action appears to have failed I still have no F Drive access to Ottewell portfolio buildings.,,,0
solut rocks,,,1
Fantastic fast friendly service,,,1
Thanks!!!,,,1
Thank you for taking care of this for us.  Always great service!,,,1
"Hi Yuri, I signed into my Goggle account per your recommendation, each time I try to update Outlook via Play Store it keeps telling me to sign into my account for verification. Not able to update Outlook that way.",,,0
Manny was great.  Fixed our issue quickly,,,1
"Fast response and resolution, as usual.  Thanks!",,,1
You replied to my email promptly and fixed the problem I was having in a friendly and efficient manner.,,,1
Thank you for your quick assistance :),,,1
Excellent - Eddy got right on this and as the email folder was being flooded many per minute it was important - he got it fixed!! Thank you!,,,1
"great communication skills, very prompt service and she most importantly fixed what needed to be fixed. Excellent service. thank you Victoria.",,,1
"Although this wasn't an urgent request, it was a 2 day response time..... which is much longer than anticipated...",,,0
Our shoretel hours haven't been changed.  clients are still getting message that our office is closed today and we back to regular hours.  we need this changed ASAP,,,0
Super quick and efficient. Thanks,,,1
Quick response.,,,1
Prompt return calls responding to my email.,,,1
was handled quickly and easily.  Thank you.,,,1
Fast and efficient service,,,1
We were able to find a solution via email and not telephone :)  I wear hearing aides so easier without the phone.  Thank you very  much.  Have a great day.,,,1
I'm getting used to the fine quick service!,,,1
This ticket was submitted on Friday afternoon at 2:05 pm.  I requested a response due to the nature of the ticket.  I did not hear back from IT until this morning.  Essentially GEF data was at risk over the weekend August 30 - September 3rd.,,,0
"Issue seemed to correct itself, Salto reader was working the following day.",,,1
"Simple problem, simple, quick solution. Sean gets me. :)",,,1
Quick reply and quick fix.,,,1
Connor knows everything! :):),,,1
Clayton fixed the issue in less that 30 seconds.  Good to have him back.,,,1
Quick response,,,1
Thanks Conner :),,,1
"it took 4 days to get our internet back up, and it had nothing to do with Telus as initially indicated and 100% to do with Solut, our back end, firewall etc.",,,0
The problem was fixed.,,,1
fast service,,,1
My problem was solved and I can work again!!!  Thanks!,,,1
Yuri got me set up quickly and without much blood.. thanks.,,,1
You guys rock. Thanks for the help.,,,1
Fast and efficient.,,,1
Thank you for offering and then following through on running the required updates for me!!  :),,,1
Everyone was prompt and helpful.,,,1
Thank you for addressing this and saving us from having to pay our photocopy vendor.,,,1
Nichol is always friendly and helpful. Thank you!,,,1
Experience was prompt and Lindsay handled the issue without issue.  Thank you!,,,1
Jacob went above and beyond! Win!,,,1
"Hello, thank you for your help with my computer issue",,,1
Appreciate the quick response and good info. Thank you!,,,1
"Clayton seemed to fix the problem with home front yesterday but when I logged on to my computer this morning, the same problem is happening. Will not log on, gets stuck on the log in screen. I have not been able to properly use the program since Friday last week and I cannot complete work tasks without it.",,,0
IT Helped resolve the issue I had since I got a new computer. Thanks Kulsum Chaudhry,,,1
"Will Turley is professional, timely, personable and always a fantastic help!  Thanks again, Will!",,,1
Thanks Team!,,,1
It took several conversations back and forth to get this completed,,,0
The tech was awesone,,,1
Thanks Will! You're awesome!,,,1
Quicker response... and quicker fix..,,,0
This issue took time to address because I was away from desk. Eddie tried to connect on a couple of occasions and finally he was able to discuss and address issue.,,,1
Excellent work!!!!,,,1
Working now.  Thanks,,,1
The problem got resolved very quickly.. Way to go Will!,,,1
"Took quite long to respond and the response was process seemed quite disconnected over several emails. Usually my experience has been much quicker, effective and more organized than in this case.",,,0
Thank you for always keeping an eye on our IT.,,,1
Yuri kept me in the loop and was very friendly.,,,1
"I would like to say thank you for getting my phone sorted out, the work was completed in a timely manner and the service was professional and friendly!",,,1
Thanks,,,1
"Alex is very patient and courteous, i quite enjoy when he takes time to helps me out!",,,1
Call central transfered me to  support  team I forgot to ask his name but his awesome helped me took  over the computer screen did that and those bam Done great job his good- thank you so much.,,,1
Landon is awesome! Thanks for getting this done so quickly!,,,1
Thank you for the quick response Clayton!!!!!,,,1
issue was corrected quickly,,,1
"Landon is awesome....  Very efficient, prompt and a pleasure to work with.  kudos to him for sure.",,,1
Nice & Quick! Thank you!,,,1
"Thank you for the quick service, the staff are so friendly & helpful",,,1
solved the problem quickly and easily,,,1
"The representatives were quick, friendly, and got everything done.",,,1
My issue was resolved.,,,1
"Aina worked her magic and helped me! Very much appreciated, especially as this took an hour of Aina's time...",,,1
Issue was addressed quickly,,,1
Yuri came to help RIGHT AWAY and immediately was able to fix it.  Thank you!,,,1
They were able to fix my problem very promptly,,,1
Once again Landon fixed my problems quickly and efficiently.,,,1
Thanks for the follow up and for resolving the issue.,,,1
Yuri is patient and awesome!,,,1
Love Love having Yury work on PC because he knows what he is doing and gets thing fixed the first time!!,,,1
Todd is always so very helpful and pleasant to work with.,,,1
Yuri resolved the issue.,,,1
"Manny was quick to respond to my e-mail by telephone, he was friendly and he found my accidently deleted document!!!! Saved my bacon:):) Thank you Manny!",,,1
Quick and friendly service:) Called and clarified the issue and kept me update on the progress to fix it.,,,1
I don't have a response to the question I asked. There is no info in the resolutions email as to what the Solut action was,,,0
Val took care of our IT problems - Thanks Val :),,,1
The website is now accessible.  The response time was very quick. Thank you,,,1
Both the computers were down.  Will came to the site to give us new computers.  Thank you Will for helping. Kulsum,,,1
"quick friendly interactions are greatly appreciated on top of a solution to the problems, good job",,,1
The service tech was very friendly and knowledgeable. The initial person who started my ticket for me was also very helpful and friendly!,,,1
Timely response and solution achieved,,,1
It was a quick response and they solved the issue quickly.,,,1
"i was very grateful to be the beneficiary not only of Jacob's considerable expertise in dealing with the computer problems that I was encountering, but also the patience and courtesy that he bestowed upon me from the very outset. Thank you very much!  Don Bishop",,,1
Quick and prompt service. Thanks Paul!,,,1
Jacob being on-site today made our transition to a new copier absolutely seamless. Like it grew there.,,,1
"Problem resolved, thanks Yuri!",,,1
Are you kidding?.....  It's Martina she ALWAYS does an AWESOME job.  Thank you! MB,,,1
Thank you Yuri for the help in a moment notice!,,,1
Tech had to find the printers but knew where to look. Installed and then a fellow employee helped me set up User Box.,,,1
Paul was great and fixed the issue promptly.  Thank you!,,,1
Thanks for your on going support and understanding with this.,,,1
Great service  and fast  Cheers Terry,,,1
"It was good. Lucy had some issues getting my email going again, but she DID IT!",,,0
Clayton fixed my problems through the remote access. This made the fix very quick and easy.,,,1
Yuri is very personable and called and walked me through how to resolve the problem. Service was quick and effective.,,,1
Thank you Yuri.,,,1
The work was done quickly.  Thank you,,,1
Great job!,,,1
Lindsey is a star!,,,1
Kris is exceptional at assisting in a calm informative manner and is very knowledgeable too about this issue we had.  He is very concerned and cares about you as a client too!!!!  Thanks for being there Mr. K.,,,1
Yuri is very friendly and did an awesome job.  Thank you!!!,,,1
"Carol and Janelle, can access the folder but they cannot Read/write the information within the folder.",,,0
Fast service :),,,1
"As usual, very fast response!",,,1
Thank you for such a fast response,,,1
Prompt service as usual :) Thank you,,,1
Victoria was very helpful in fixing things for me!,,,1
"Didn't want to enable some site that was going to compromise the network, so it was great to hear that it was safe.",,,1
An entire transcribed dictation is missing and there's no solution to retrieve that.  It will take me another 30 minutes to do it again.,,,0
Jonathan is a great help and appreciate his time and patience to get an issue resovled,,,1
"Thanks Lindsay, great job getting my photos to open properly.",,,1
No real issue.  We just failed to connect and I was able to figure it out on my own.  So I can't really give a smiley face review since we really didn't do anything together to solve the issue.,,,0
Thanks Yuri!,,,1
Jason G is always so helpful and efficient!!!!  Thanks so much!,,,1
Thanks!,,,1
quick service and Todd took the time to follow up,,,1
thanks Archie!,,,1
The request was completed quickly and efficiently.   5 star rating! :),,,1
Lindsay fixed the problem quickly and efficiently.,,,1
the people who helped me were very knowledgeable and gave me an accurate timeline for the problem to be fixed,,,1
Landon did a great job of finding the problem and getting it resolved with minimal hassle to me. I was impressed with how quickly the problem was resolved.,,,1
Thanks for the quick response!,,,1
fast service,,,1
"Dealing with a remote location and problematic internet service.  So, Solut did their best with a problem situation",,,0
thank you!  appreciate the quick service,,,1
MYSTERY :),,,1
Victoria is awesome!,,,1
Quick response for a simple task where waiting would have been inconvenient.,,,1
Because...Jacob is such a pleasure to work with - and gets right to fixin things :)  Thanks Jacob!,,,1
"Speedy Fix, Thanks!",,,1
Fantastic people that work there! thank-you to Landon & Lindsay,,,1
Jacob was able to fix my computer issues very efficiently.  He sent a follow up e-mail with step by step instructions as well.,,,1
The problem was solved (again) very promptly and in a friendly manner.,,,1
"Service was received in a timely fashion.  Eddie stayed on the line while I tested the links to ensure they worked (eliminating the annoyance of possibly having to put in another ticket if they didn't work), and he explained the reasons for the issue (which I truly appreciate because I then have the information if someone else has this issue, or if I have this issue again - thus eliminating future aggravation :-) )",,,1
resolved very quickly.,,,1
quick response. desired outcome,,,1
Responded quickly and effectively,,,1
Very fast response and quickly resolved.  Thank you very much!!,,,1
Excellent thank you for the explanation,,,1
Prompt. Pleasant. Helpful. Thanks,,,1
Landon was great! Thanks Landon!,,,1
easy,,,1
Clayton was very nice to deal with. Very prompt and helpful service.,,,1
We have discussed and I’m sure there is no surprises on this one. I look forward to improving the process. Jeff,,,0
Problem solved in a timely manner,,,1
Victoria explained the issue and showed me how to fix it if it happens again.  She is delightful.,,,1
Thanks for saving my butt,,,1
prompt and effective service from Victoria!,,,1
Thanks!,,,1
Staff responded to concern in a timely manner and kept trying different things until the issue was resolved.,,,1
Prompt response - solved my issue.,,,1
you guys rock :),,,1
Thanks for prompt assistance.,,,1
Quick service.,,,1
The problem was fixed.,,,1
very quick,,,1
Helpful and quick!,,,1
Service was very prompt.  Thank you :),,,1
"Victoria fixed my outlook, and even checked other windows programs to make sure everything was working",,,1
Awesome!  Acting very quickly,,,1
"Thanks to my internal team for getting me up and productive, when my password expired!",,,1
Thank you!,,,1
"Fast, great service from Eddie!!  Thank you.",,,1
Thanks,,,1
Very quick response and very friendly response!!!,,,1
The issue was fixed immediately. Thanks a lot.,,,1
Corina did such an amazing job trying to help me trouble shoot the issue. She's very funny and her customer service skill was on point. I am very happy that I got to work her.,,,1
It was dealt with quickly and the individual was very helpful.,,,1
"I did nothing, it was quickly fixed.",,,1
Support person I dealt with was FANTASTIC,,,1
The problem was fixed within a reasonable timeframe and allowed me to access emails on my vacation.,,,1
"I had to call in, rather than e-mail a request you could attend do later.  The prompt reply enabled me to get back to work after wich I would be able to resume my vacation.",,,1
I received a response very quickly so that I could correct my problem!,,,1
Quick Fix! Thank you!,,,1
Martina was great finding a solution to an issue we have dealt with here for a few years - no former IT companies came up with that solution!,,,1
good and qick response and the job was done perfectly.,,,1
Sorry to be a pain in the ass.,,,1
"Victoria was prompt, polite, and reminded me not to panic!  Great service.",,,1
Quick and excellent service,,,1
Prompt service once it was determined my keyboard had not been replaced.,,,1
TK u �,,,1
Eddie did an awesome job!  Thanks Eddie!,,,1
Alex was able to figure it out.,,,1
thanks for the quick service,,,1
Eddie Rocks!!!!!  Always willing and able to help out when I'm in a pickle!!  Thanks.,,,1
"Fast, accurate, and polite. :)",,,1
Quick and well done.,,,1
"T-Penna never fails us! Every single time he gets a ticket for this lame ass error, he just smiles and nods and fixes it even though I'm sure he's super annoyed and secretly wants to put a virus in to QB so it never happens again. Thanks T-Penna!",,,1
My issue was fixed. Even though i wasn't informed that you were working on it. It somehow fixed itself,,,1
Handled quickly and effectively.,,,1
"there was confusion at first (but that was because of the way I worded the original request), but once the understanding was there, the issue was addressed and fixed in no time at all. thank you",,,1
You are the BEST!  Thank you for your assistance once again!,,,1
Done quickly without issue,,,1
Prompt response.,,,1
Thank you for all your help :),,,1
Thank you for the fast service...very much appreciated,,,1
Very quick response.,,,1
"Done quickly, and properly.",,,1
Excellent!! Lindsay solved Michele's problem right away!  Thank you so very much!,,,1
Thanks. Great work.,,,1
Service was prompt :),,,1
Thank you Manny!,,,1
I can now print to the printer that's on my desk.,,,1
Thanks for the follow up call. Janet,,,1
Thank you very much!,,,1
Prompt response; explained clearly.,,,1
Quick response,,,1
Lovely - thank you Ms. Aina....always very thorough and conscientious - checked this funny little program out thoroughly before installing and then advised all staff as advised. Thank you!,,,1
Wooohooo!,,,1
The technician was friendly and resolved the issue quickly.,,,1
quick response; issue resolved,,,1
Aina was great over the phone - thanks :),,,1
Certainly the quick response to what appeared to be a legit email.   Thank you! Curtis Hunter,,,1
Good work!,,,1
Victoria rocks.  Fact.,,,1
"Fast, efficient, problem solved.  Thanks, Nancy",,,1
Resolved quickly,,,1
So fast and speedy thank you Victoria,,,1
Corina called me promptly and guided me through getting my email account to work again. We enjoyed a few giggles together. Her pleasant demeanor and great attitude got my Monday morning off to a great start!  Thanks Corina!!,,,1
Thank you for the quick response and correction.,,,1
I called helpdesk and they were friendly and able to solve the issue.  Thank you,,,1
Jacob was very willing to help out and he did the research quickly and gave options! This will help a lot with presenting this option to the bosses. Thanks Jacob!,,,1
Yuri is the best. Seriously. Thank you for being so patient and working until everything was fixed. You're a star.,,,1
Thank you for all your help!!,,,1
Talk about awesome service! Yuri to the rescue again :) You guys are great!,,,1
"This one time Nichol was out having lunch at a combination cajun-greek burger place when Sylvester Stallone walks in and starts pouring drinks all over the bar.  Nichol was having none of it, so she immediately grabbed his wrists and smashed his own fists into his face. They whole time she was yelling ""STOP HITTING YOURSELF! STOP HITTING YOURSELF!"" and he was all ""EEEUUUYYRGGH! OOWW! AWWW!"" and it was the most intense display of macho-ism and domination I've seen in a cajun-greek based setting.",,,1
THANKS CORINA!,,,1
"Archie was great, explained the issue and fix and promptly phoned me back when he said he would. However, when I initially phoned for IT service the receptionist that booked my issue was lacking in manners.",,,1
All my problems were resolved in a quick manner,,,1
"Victoria helped right away, thank you!",,,1
"Archie (may have) fixed my bizarre ""hmm... I've never seen that before"" problem and I appreciate the effort even though it wasn't a high priority.",,,1
I can now print labels so I'm a happy camper!,,,1
I once saw Nichol fist fight Steven Seagal and she TOTALLY KICKED HIS BUTT AND IT WAS SO FRIGGIN' RAD!,,,1
Corina did a great job in finding the issue that wasn't necessarily straightforward and took the time to show me how to do this myself should it happen again.,,,1
"It was done fast, it was done right, and they're great to work with!",,,1
"Yuri is a #rockstar. Great to work with, explains what's going on, and gets it fixed. Doesn't get better than that!",,,1
efficient and effective.,,,1
"John helped to get our email working on the phone for both Sandy and myself, and also researched voicemail password reset tips.  Was very , very helpful",,,1
Awesome Help.  Thank you.,,,1
Thank you very much for the prompt service,,,1
the response was quick and gave me the information that I needed,,,1
THANKS ARCHIE!,,,1
Sean was very quick to help me!!,,,1
Alex is great!,,,1
"Alex is great to work with. He is courteous, professional and extremely knowledgeable. A real asset to your team.",,,1
Great response - quick and efficient!,,,1
"Corina took her time to make sure my problem was properly taken care of.  When I was away from my desk and unable to help her and give her access, she sent emails with suggestions to help when I returned.  Thank you!",,,1
Because the response was swift and Manuel was patient,,,1
Prompt reply,,,1
Victoria is excellent as she is so persistent to follow up until such time the problem resolved.  Thank you.,,,1
"Corina was very friendly and knowledgeable, I wold only suggest that in cases where you need a customer assistance or feedback, perhaps set-up a specific time with you client so they can plan to be available.  This is the second issue that solut has assisted me with where proper planning including the client would have gone a long way.  In this case, I was eating my lunch when Corina called to assist with the boardroom computer, had I known when she was going to call I'd likely not have prepped my lunch.  In the previous example, the issue took multiple days to remedy as the solut resource and I kept missing each other's calls.",,,0
The experience was good due to the promptness and efficiency.,,,1
I appreciate the follow-up! I honestly forgot about it. Thanks haha.,,,1
"The software that is downloaded for the scanner is not the correct software, it fails in comparison to what we had before.",,,0
"Will Turley is another terrific asset to the Solut team! Extremely knowledgeable, professional and courteous.",,,1
My problems were solved Thanks so much,,,1
"Task was requested June 26th and I had to ask if it was done yet (today July 9) as I never received an email with the log in and password info.  So not happy about that.  However, once I emailed about it, the task was completed immediately.  Thank you.",,,0
Both Darren and Martina continually kept me updated while they looked into correcting my issue until they had found the resolve. Their politeness and professionalism was absolutely exceptional.  THANK YOU!!! :),,,1
The issue was corrected.  It took a few days but it was done. Kuldum,,,1
